status,score,method,nces_unitid,nces_name,school_id,school_name
unmatched,0.990,ambiguous,139959,University of Georgia,,
unmatched,0.625,ambiguous,139968,Gordon State College,,
unmatched,0.636,fuzzy,139986,Southern Crescent Technical College,,
unmatched,0.448,ambiguous,139995,Gupton Jones College of Funeral Service,,
unmatched,0.471,ambiguous,140003,Gwinnett College-Lilburn,,
unmatched,0.686,fuzzy,140012,Gwinnett Technical College,,
unmatched,0.433,fuzzy,140146,Interdenominational Theological Center,,
unmatched,0.625,fuzzy,140234,LaGrange College,,
unmatched,0.727,fuzzy,140243,Lanier Technical College,,
unmatched,0.545,fuzzy,140252,Life University,,
unmatched,0.667,fuzzy,140331,Chattahoochee Technical College,,
unmatched,0.571,fuzzy,140340,Herzing University-Atlanta,,
unmatched,0.600,ambiguous,140447,Mercer University,,
unmatched,0.533,ambiguous,140553,Morehouse College,,
unmatched,0.516,ambiguous,140562,Morehouse School of Medicine,,
unmatched,0.588,fuzzy,140571,Morris Brown College,,
unmatched,0.722,fuzzy,140678,North Georgia Technical College,,
unmatched,0.500,ambiguous,140696,Oglethorpe University,,
unmatched,0.571,ambiguous,140720,Paine College,,
updated,0.900,exact_name,140818,Piedmont University,58,Piedmont University
unmatched,0.558,fuzzy,140827,Miami Ad School-Atlanta,,
unmatched,0.625,fuzzy,140872,Reinhardt University,,
unmatched,0.765,fuzzy,140942,Savannah Technical College,,
unmatched,0.826,ambiguous,140951,Savannah College of Art and Design,,
unmatched,0.500,ambiguous,140960,Savannah State University,,
unmatched,0.625,fuzzy,140988,Shorter University,,
unmatched,0.683,fuzzy,141006,South Georgia Technical College,,
unmatched,0.500,fuzzy,141015,The Creative Circus,,
unmatched,0.533,ambiguous,141060,Spelman College,,
unmatched,0.571,ambiguous,141167,Thomas University,,
unmatched,0.583,fuzzy,141185,Toccoa Falls College,,
updated,0.900,exact_name,141237,Truett McConnell University,61,Truett McConnell University
unmatched,0.622,fuzzy,141255,Wiregrass Georgia Technical College,,
unmatched,0.476,ambiguous,141264,Valdosta State University,,
unmatched,0.556,fuzzy,141325,Wesleyan College,,
unmatched,0.737,ambiguous,141334,University of West Georgia,,
unmatched,0.519,fuzzy,141361,Young Harris College,,
unmatched,0.552,fuzzy,141486,Chaminade University of Honolulu,,
unmatched,0.526,ambiguous,141565,University of Hawaii at Hilo,,
unmatched,0.526,fuzzy,141574,University of Hawaii at Manoa,,
unmatched,0.486,fuzzy,141608,Hawaii Institute of Hair Design,,
unmatched,0.714,fuzzy,141644,Hawaii Pacific University,,
unmatched,0.533,fuzzy,141680,Honolulu Community College,,
unmatched,0.588,fuzzy,141796,Kapiolani Community College,,
unmatched,0.545,fuzzy,141802,Kauai Community College,,
unmatched,0.571,ambiguous,141811,Leeward Community College,,
unmatched,0.500,fuzzy,141839,University of Hawaii Maui College,,
unmatched,0.465,fuzzy,141963,University of Hawaii System Office,,
unmatched,0.526,fuzzy,141981,University of Hawaii-West Oahu,,
unmatched,0.556,fuzzy,141990,Windward Community College,,
unmatched,0.588,ambiguous,142054,Carrington College-Boise,,
unmatched,0.625,fuzzy,142090,Boise Bible College,,
updated,0.900,exact_name,142115,Boise State University,216,Boise State University
unmatched,0.645,ambiguous,142179,College of Eastern Idaho,,
unmatched,0.990,ambiguous,142276,Idaho State University,,
unmatched,0.990,ambiguous,142285,University of Idaho,,
unmatched,0.990,ambiguous,142294,The College of Idaho,,
updated,0.900,exact_name,142328,Lewis-Clark State College,220,Lewis & Clark College
unmatched,0.500,ambiguous,142407,Aveda Institute-Twin Falls,,
unmatched,0.468,fuzzy,142416,Mr Leon's School of Hair Design-Moscow,,
unmatched,0.667,ambiguous,142443,North Idaho College,,
unmatched,0.667,fuzzy,142461,Northwest Nazarene University,,
unmatched,0.450,ambiguous,142489,Nathan Layne Institute of Cosmetology,,
unmatched,0.417,ambiguous,142522,Brigham Young University-Idaho,,
unmatched,0.690,ambiguous,142559,College of Southern Idaho,,
unmatched,0.667,fuzzy,142832,Adler University,,
unmatched,0.700,fuzzy,142887,American Academy of Art College,,
unmatched,0.667,fuzzy,142957,American Islamic College,,
unmatched,0.778,fuzzy,143048,School of the Art Institute of Chicago,,
unmatched,0.560,ambiguous,143084,Augustana College,,
unmatched,0.615,ambiguous,143118,Aurora University,,
updated,0.865,fuzzy,143215,Southwestern Illinois College,133,Western Illinois University
unmatched,0.560,fuzzy,143233,Bethany Theological Seminary,,
unmatched,0.476,fuzzy,143279,Black Hawk College,,
unmatched,0.667,fuzzy,143288,Blackburn College,,
unmatched,0.407,ambiguous,143297,Blessing Rieman College of Nursing and Health Sciences,,
unmatched,0.667,fuzzy,143358,Bradley University,,
unmatched,0.421,ambiguous,143376,Paul Mitchell The School Tinley Park,,
unmatched,0.556,fuzzy,143464,Cameo Beauty Academy,,
unmatched,0.621,ambiguous,143473,Cannella School of Hair Design-Villa Park,,
unmatched,0.582,ambiguous,143482,Cannella School of Hair Design-Chicago,,
unmatched,0.582,ambiguous,143491,Cannella School of Hair Design-Chicago,,
unmatched,0.526,fuzzy,143552,Capri Beauty College,,
unmatched,0.538,fuzzy,143613,Carl Sandburg College,,
unmatched,0.464,fuzzy,143659,Catholic Theological Union at Chicago,,
unmatched,0.588,fuzzy,143853,Midwestern University-Downers Grove,,
unmatched,0.492,fuzzy,143978,The Chicago School of Professional Psychology at Chicago,,
updated,0.900,exact_name,144005,Chicago State University,121,University of Chicago
unmatched,0.600,fuzzy,144014,Chicago Theological Seminary,,
updated,0.900,exact_name,144050,University of Chicago,121,University of Chicago
unmatched,0.392,ambiguous,144157,City Colleges of Chicago-Kennedy-King College,,
unmatched,0.426,fuzzy,144166,City Colleges of Chicago-Malcolm X College,,
unmatched,0.400,ambiguous,144175,City Colleges of Chicago-Olive-Harvey College,,
unmatched,0.453,fuzzy,144184,City Colleges of Chicago-Harry S Truman College,,
unmatched,0.457,fuzzy,144193,City Colleges of Chicago-Richard J Daley College,,
unmatched,0.491,ambiguous,144209,City Colleges of Chicago-Harold Washington College,,
unmatched,0.393,ambiguous,144218,City Colleges of Chicago-Wilbur Wright College,,
unmatched,0.714,fuzzy,144281,Columbia College Chicago,,
unmatched,0.583,ambiguous,144351,Concordia University-Chicago,,
unmatched,0.407,fuzzy,144500,City Colleges of Chicago-District Office,,
unmatched,0.526,fuzzy,144564,Danville Area Community College,,
unmatched,0.429,ambiguous,144573,Tricoci University of Beauty Culture,,
updated,0.900,exact_name,144740,DePaul University,101,DePaul University
unmatched,0.390,ambiguous,144777,DeVry University-Administrative Office,,
unmatched,0.571,fuzzy,144795,Cosmetology & Spa Academy,,
unmatched,0.600,fuzzy,144865,College of DuPage,,
unmatched,0.609,ambiguous,144883,East-West University,,
updated,0.938,fuzzy,144892,Eastern Illinois University,133,Western Illinois University
unmatched,0.667,fuzzy,144944,Elgin Community College,,
unmatched,0.462,fuzzy,144962,Elmhurst University,,
unmatched,0.500,ambiguous,144971,Eureka College,,
unmatched,0.467,ambiguous,145099,"First Institute of Travel, Inc.",,
unmatched,0.400,ambiguous,145239,Fox College,,
unmatched,0.452,fuzzy,145275,Garrett-Evangelical Theological Seminary,,
unmatched,0.462,ambiguous,145309,Gem City College,,
unmatched,0.500,ambiguous,145336,Governors State University,,
unmatched,0.429,ambiguous,145354,Graham Hospital School of Nursing,,
unmatched,0.500,ambiguous,145372,Greenville University,,
unmatched,0.500,ambiguous,145406,G Skin & Beauty Institute,,
unmatched,0.533,fuzzy,145424,Hair Professionals Career College,,
unmatched,0.492,fuzzy,145433,Hair Professionals School of Cosmetology,,
unmatched,0.600,fuzzy,145497,Hebrew Theological College,,
unmatched,0.640,ambiguous,145521,Highland Community College,,
unmatched,0.417,ambiguous,145558,Rosalind Franklin University of Medicine and Science,,
unmatched,0.634,ambiguous,145600,University of Illinois Chicago,,
unmatched,0.571,fuzzy,145619,Benedictine University,,
unmatched,0.533,fuzzy,145628,Illinois College of Optometry,,
updated,0.900,exact_name,145637,University of Illinois Urbana-Champaign,123,University of Illinois at Urbana-Champaign
unmatched,0.553,ambiguous,145646,Illinois Wesleyan University,,
unmatched,0.591,fuzzy,145682,Illinois Central College,,
unmatched,0.667,fuzzy,145691,Illinois College,,
unmatched,0.522,ambiguous,145707,Olney Central College,,
unmatched,0.667,ambiguous,145725,Illinois Institute of Technology,,
unmatched,0.667,fuzzy,145813,Illinois State University,,
unmatched,0.583,ambiguous,145831,Illinois Valley Community College,,
unmatched,0.457,ambiguous,145886,Institute for Clinical Social Work,,
unmatched,0.560,fuzzy,146205,John A Logan College,,
unmatched,0.545,ambiguous,146278,John Wood Community College,,
unmatched,0.538,fuzzy,146296,Joliet Junior College,,
unmatched,0.526,ambiguous,146339,Judson University,,
unmatched,0.571,fuzzy,146348,Kankakee Community College,,
unmatched,0.667,fuzzy,146366,Kaskaskia College,,
unmatched,0.476,fuzzy,146418,Kishwaukee College,,
unmatched,0.500,fuzzy,146427,Knox College,,
unmatched,0.431,fuzzy,146454,Educators of Beauty College of Cosmetology-Peru,,
unmatched,0.556,ambiguous,146472,College of Lake County,,
updated,0.909,fuzzy,146481,Lake Forest College,24,Wake Forest University
unmatched,0.476,fuzzy,146490,Lake Forest Graduate School of Management,,
unmatched,0.571,ambiguous,146506,Lake Land College,,
unmatched,0.438,ambiguous,146533,Lakeview College of Nursing,,
updated,0.900,exact_name,146603,Lewis and Clark Community College,220,Lewis & Clark College
unmatched,0.667,fuzzy,146612,Lewis University,,
unmatched,0.743,fuzzy,146667,Lincoln Christian University,,
unmatched,0.714,fuzzy,146676,Lincoln College,,
unmatched,0.526,ambiguous,146685,Lincoln Land Community College,,
unmatched,0.528,fuzzy,146700,Lincoln College of Technology-Melrose Park,,
unmatched,0.667,fuzzy,146719,Loyola University Chicago,,
unmatched,0.553,ambiguous,146728,Lutheran School of Theology at Chicago,,
unmatched,0.431,ambiguous,146755,Trinity College of Nursing & Health Sciences,,
unmatched,0.520,fuzzy,146807,Steven Papageorge Hair Academy,,
unmatched,0.522,ambiguous,146816,Generations College,,
unmatched,0.538,fuzzy,146977,McCormick Theological Seminary,,
unmatched,0.513,fuzzy,147004,McHenry County College,,
unmatched,0.533,fuzzy,147013,McKendree University,,
unmatched,0.510,fuzzy,147031,Meadville Theological School of Lombard College,,
unmatched,0.476,ambiguous,147129,Methodist College,,
unmatched,0.750,fuzzy,147244,Millikin University,,
unmatched,0.625,fuzzy,147341,Monmouth College,,
unmatched,0.519,fuzzy,147369,Moody Bible Institute,,
unmatched,0.459,ambiguous,14736901,Moody Theological Seminary and Graduate School--Michigan,,
unmatched,0.485,fuzzy,14736903,Moody Bible Institute - Spokane,,
unmatched,0.667,ambiguous,147378,Moraine Valley Community College,,
unmatched,0.757,ambiguous,147396,Morrison Institute of Technology,,
unmatched,0.667,ambiguous,147411,Morton College,,
unmatched,0.640,fuzzy,147536,National Louis University,,
unmatched,0.475,fuzzy,147590,National University of Health Sciences,,
unmatched,0.419,ambiguous,147642,Cosmetology Concepts Niles,,
unmatched,0.692,ambiguous,147660,North Central College,,
updated,0.900,exact_name,147679,North Park University,110,North Park University
unmatched,0.528,fuzzy,147697,Northern Baptist Theological Seminary,,
unmatched,0.788,fuzzy,147703,Northern Illinois University,,
updated,0.900,exact_name,147767,Northwestern University,112,Northwestern University
unmatched,0.811,fuzzy,147776,Northeastern Illinois University,,
unmatched,0.667,ambiguous,147800,Oakton Community College,,
unmatched,0.486,ambiguous,147819,Oehrlein School of Cosmetology,,
unmatched,0.552,ambiguous,147828,Olivet Nazarene University,,
unmatched,0.750,fuzzy,147916,Parkland College,,
unmatched,0.545,fuzzy,148007,Prairie State College,,
unmatched,0.588,fuzzy,148016,Principia College,,
unmatched,0.514,ambiguous,148098,Professional's Choice Hair Design Academy,,
unmatched,0.571,ambiguous,148131,Quincy University,,
unmatched,0.545,ambiguous,148256,Rend Lake College,,
unmatched,0.625,ambiguous,148292,Richland Community College,,
unmatched,0.636,fuzzy,148380,Rock Valley College,,
unmatched,0.533,ambiguous,148405,Rockford University,,
unmatched,0.533,fuzzy,148487,Roosevelt University,,
unmatched,0.588,ambiguous,148496,Dominican University,,
unmatched,0.500,ambiguous,148511,Rush University,,
unmatched,0.480,fuzzy,148575,Saint Francis Medical Center College of Nursing,,
unmatched,0.556,ambiguous,148584,University of St Francis,,
unmatched,0.439,ambiguous,148593,St. John's College-Department of Nursing,,
unmatched,0.643,ambiguous,148627,Saint Xavier University,,
unmatched,0.533,fuzzy,148654,University of Illinois Springfield,,
unmatched,0.727,fuzzy,148672,Sauk Valley Community College,,
unmatched,0.533,fuzzy,148821,Shawnee Community College,,
unmatched,0.857,fuzzy,148876,St. Augustine College,,
unmatched,0.621,ambiguous,148885,University of Saint Mary of the Lake,,
unmatched,0.811,fuzzy,148937,Southeastern Illinois College,,
unmatched,0.512,fuzzy,148955,National Latino Education Institute,,
unmatched,0.571,fuzzy,148982,Spertus College,,
unmatched,0.500,ambiguous,148991,Spoon River College,,
unmatched,0.562,ambiguous,149028,Saint Anthony College of Nursing,,
unmatched,0.484,fuzzy,149204,Educators of Beauty College of Cosmetology-Sterling,,
updated,0.900,exact_name,149222,Southern Illinois University-Carbondale,118,Southern Illinois University Carbondale
updated,0.900,exact_name,149231,Southern Illinois University-Edwardsville,119,Southern Illinois University Edwardsville
unmatched,0.656,ambiguous,149240,Southern Illinois University-System Office,,
unmatched,0.552,fuzzy,149310,Taylor Business Institute,,
unmatched,0.483,ambiguous,149329,Telshe Yeshiva-Chicago,,
unmatched,0.593,fuzzy,149365,South Suburban College,,
unmatched,0.537,ambiguous,149499,Tri-County Beauty Academy,,
unmatched,0.706,fuzzy,149505,Trinity Christian College,,
unmatched,0.565,fuzzy,149514,Trinity International University-Illinois,,
unmatched,0.727,fuzzy,149532,Triton College,,
unmatched,0.320,ambiguous,14953201,Triton College - Intl Union of Operating Engr Local 399 Trning Fac.,,
unmatched,0.522,ambiguous,149550,University of Spa & Cosmetology Arts,,
unmatched,0.458,ambiguous,149587,University of Illinois System Offices,,
unmatched,0.500,fuzzy,149639,VanderCook College of Music,,
unmatched,0.571,fuzzy,149727,Waubonsee Community College,,
unmatched,0.522,ambiguous,149763,Oak Point University,,
updated,0.900,exact_name,149772,Western Illinois University,133,Western Illinois University
unmatched,0.667,fuzzy,149781,Wheaton College,,
unmatched,0.606,fuzzy,149842,William Rainey Harper College,,
unmatched,0.632,ambiguous,150066,Anderson University,,
updated,0.900,exact_name,150136,Ball State University,97,Ball State University
unmatched,0.571,fuzzy,150145,Bethel University,,
updated,0.900,exact_name,150163,Butler University,98,Butler University
unmatched,0.516,fuzzy,150172,Calumet College of Saint Joseph,,
unmatched,0.615,fuzzy,150215,Christian Theological Seminary,,
unmatched,0.471,fuzzy,150251,College of Court Reporting Inc,,
unmatched,0.500,ambiguous,150288,Concordia Theological Seminary,,
unmatched,0.500,fuzzy,150303,Tricoci University of Beauty Culture-Highland,,
updated,0.900,exact_name,150400,DePauw University,102,DePauw University
unmatched,0.444,ambiguous,150428,Don Roberts School of Hair Design,,
unmatched,0.533,fuzzy,150455,Earlham College,,
unmatched,0.600,ambiguous,150534,University of Evansville,,
unmatched,0.571,ambiguous,150604,Franklin College,,
unmatched,0.545,ambiguous,150668,Goshen College,,
unmatched,0.542,fuzzy,150677,Grace College and Theological Seminary,,
unmatched,0.615,fuzzy,150756,Hanover College,,
unmatched,0.588,fuzzy,150765,J Michael Harrold Beauty Academy,,
unmatched,0.457,ambiguous,150774,Holy Cross College,,
unmatched,0.490,fuzzy,150853,PJ's College of Cosmetology-Clarksville,,
unmatched,0.378,ambiguous,15085301,PJ's College of Cosmetology- Brownsburg,,
unmatched,0.409,ambiguous,15085302,PJ's College of Cosmetology-Crestwood,,
unmatched,0.390,ambiguous,15085303,PJ's College of Cosmetology- Jeffersonville,,
unmatched,0.700,fuzzy,150941,Huntington University,,
unmatched,0.556,fuzzy,150987,Ivy Tech Community College,,
unmatched,0.436,ambiguous,15098701,Ivy Tech Community College-South Bend/Elkhart,,
unmatched,0.606,fuzzy,15098702,Ivy Tech Community College-Columbus,,
unmatched,0.516,ambiguous,15098703,Ivy Tech Community College-Muncie,,
unmatched,0.485,fuzzy,15098704,Ivy Tech Community College-Kokomo,,
unmatched,0.667,fuzzy,15098705,Ivy Tech Community College-Lafayette,,
unmatched,0.444,ambiguous,15098706,Ivy Tech Community College-Fort Wayne,,
unmatched,0.467,fuzzy,15098707,Ivy Tech Community College-Sellersburg,,
unmatched,0.533,fuzzy,15098708,Ivy Tech Community College-Evansville,,
unmatched,0.400,ambiguous,15098709,Ivy Tech Community College-Terre Haute,,
unmatched,0.500,ambiguous,15098710,Ivy Tech Community College-Richmond,,
unmatched,0.489,ambiguous,15098711,Ivy Tech Community College-Lake County,,
unmatched,0.621,ambiguous,15098712,Ivy Tech Community College-Madison,,
unmatched,0.667,fuzzy,15098713,Ivy Tech Community College-Bloomington,,
unmatched,0.537,ambiguous,15098714,Ivy Tech Community College-Indianapolis,,
unmatched,0.533,fuzzy,15098715,Ivy Tech Community College-Marion,,
unmatched,0.457,ambiguous,15098716,Ivy Tech Community College-Valparaiso,,
unmatched,0.629,fuzzy,15098717,Ivy Tech Community College-Lawrenceburg,,
unmatched,0.531,fuzzy,15098718,Ivy Tech Community College-Hamilton County,,
unmatched,0.480,ambiguous,15098719,Ivy Tech Community College-Anderson,,
unmatched,0.522,fuzzy,151102,Purdue University Fort Wayne,,
unmatched,0.542,fuzzy,151111,Indiana University-Purdue University-Indianapolis,,
unmatched,0.606,ambiguous,151263,University of Indianapolis,,
unmatched,0.722,ambiguous,151290,Indiana Institute of Technology,,
unmatched,0.667,ambiguous,151306,University of Southern Indiana,,
unmatched,0.625,fuzzy,151324,Indiana State University,,
unmatched,0.727,fuzzy,151333,Indiana University-Kokomo,,
unmatched,0.595,ambiguous,151342,Indiana University-South Bend,,
updated,0.900,exact_name,151351,Indiana University-Bloomington,104,Indiana University-Bloomington
unmatched,0.621,fuzzy,151360,Indiana University-Northwest,,
unmatched,0.622,fuzzy,151379,Indiana University-Southeast,,
unmatched,0.606,ambiguous,151388,Indiana University-East,,
unmatched,0.436,ambiguous,151467,International Business College-Indianapolis,,
unmatched,0.462,ambiguous,151564,Taylor Institute of Cosmetology II,,
unmatched,0.510,fuzzy,151607,Tricoci University of Beauty Culture-Lafayette,,
unmatched,0.604,fuzzy,151661,Lincoln College of Technology-Indianapolis,,
unmatched,0.737,fuzzy,151777,Manchester University,,
updated,0.900,exact_name,151786,Marian University,96,Marian University
unmatched,0.636,fuzzy,151801,Indiana Wesleyan University-Marion,,
unmatched,0.833,fuzzy,151810,Martin University,,
unmatched,0.385,ambiguous,151865,Anabaptist Mennonite Biblical Seminary,,
unmatched,0.468,ambiguous,151962,Mid-America College of Funeral Service,,
unmatched,0.565,ambiguous,152044,West Michigan College of Barbering and Beauty,,
updated,0.900,exact_name,152080,University of Notre Dame,127,University of Notre Dame
updated,0.900,exact_name,15208001,University of Notre Dame -,127,University of Notre Dame
unmatched,0.500,ambiguous,152099,Oakland City University,,
unmatched,0.390,ambiguous,152150,PJ's College of Cosmetology-Richmond,,
unmatched,0.538,fuzzy,152275,Ravenscroft Beauty College,,
unmatched,0.578,fuzzy,152309,Rogers Academy of Hair Design,,
unmatched,0.714,fuzzy,152318,Rose-Hulman Institute of Technology,,
unmatched,0.526,ambiguous,152336,University of Saint Francis-Fort Wayne,,
unmatched,0.667,fuzzy,152381,Saint Mary-of-the-Woods College,,
unmatched,0.692,ambiguous,152390,Saint Mary's College,,
unmatched,0.571,fuzzy,152451,Saint Meinrad School of Theology,,
unmatched,0.529,ambiguous,152497,Saint Elizabeth School of Nursing,,
unmatched,0.833,fuzzy,152530,Taylor University,,
unmatched,0.667,fuzzy,152567,Trine University,,
unmatched,0.556,fuzzy,152600,Valparaiso University,,
unmatched,0.538,fuzzy,152628,Vincennes Beauty College,,
unmatched,0.588,fuzzy,152637,Vincennes University,,
unmatched,0.545,ambiguous,152673,Wabash College,,
unmatched,0.667,ambiguous,152798,Allen College,,
unmatched,0.519,fuzzy,152992,Briar Cliff University,,
unmatched,0.571,ambiguous,153001,Buena Vista University,,
unmatched,0.526,fuzzy,153074,Capri College-Dubuque,,
unmatched,0.450,fuzzy,153083,Capri College-Cedar Rapids,,
unmatched,0.636,fuzzy,153108,Central College,,
unmatched,0.714,fuzzy,153126,Clarke University,,
unmatched,0.600,ambiguous,153144,Coe College,,
updated,0.900,exact_name,153162,Cornell College,149,Cornell University
unmatched,0.538,fuzzy,153214,Des Moines Area Community College,,
unmatched,0.571,ambiguous,153241,Divine Word College,,
unmatched,0.500,ambiguous,153250,Dordt University,,
unmatched,0.667,ambiguous,153269,Drake University,,
unmatched,0.545,fuzzy,153278,University of Dubuque,,
unmatched,0.526,fuzzy,153296,Ellsworth Community College,,
unmatched,0.571,fuzzy,153302,Emmaus Bible College,,
unmatched,0.615,ambiguous,153311,Eastern Iowa Community College District,,
unmatched,0.400,ambiguous,153320,Faith Baptist Bible College and Theological Seminary,,
unmatched,0.488,ambiguous,153366,Graceland University-Lamoni,,
unmatched,0.488,fuzzy,15336601,Graceland University - Independence,,
unmatched,0.524,ambiguous,15336602,Graceland University - Trenton,,
unmatched,0.556,fuzzy,153375,Grand View University,,
unmatched,0.667,fuzzy,153384,Grinnell College,,
unmatched,0.812,fuzzy,153427,Orion Technical College,,
unmatched,0.533,fuzzy,153445,Hawkeye Community College,,
unmatched,0.585,ambiguous,153463,American Hair Academy,,
unmatched,0.571,fuzzy,153472,Indian Hills Community College,,
unmatched,0.519,ambiguous,153524,Iowa Central Community College,,
unmatched,0.571,ambiguous,153533,Iowa Lakes Community College,,
unmatched,0.486,fuzzy,153542,UnityPoint Health-Des Moines School of Radiologic Technology,,
unmatched,0.500,ambiguous,153597,Iowa School of Beauty-Des Moines,,
unmatched,0.990,ambiguous,153603,Iowa State University,,
unmatched,0.522,fuzzy,153621,Iowa Wesleyan University,,
unmatched,0.727,fuzzy,153630,Iowa Western Community College,,
unmatched,0.990,ambiguous,153658,University of Iowa,,
unmatched,0.625,fuzzy,153737,Kirkwood Community College,,
unmatched,0.467,ambiguous,153746,La James International College-Cedar Falls,,
unmatched,0.490,ambiguous,153764,La James International College-Johnston,,
unmatched,0.468,ambiguous,153773,La James College of Hairstyling and Cosmetology,,
unmatched,0.436,ambiguous,153782,La James International College-Ft Dodge,,
unmatched,0.667,ambiguous,153825,Loras College,,
unmatched,0.667,fuzzy,153834,Luther College,,
unmatched,0.489,ambiguous,153861,Maharishi International University,,
unmatched,0.667,fuzzy,153922,Marshalltown Community College,,
unmatched,0.457,ambiguous,153977,Mercy College of Health Sciences,,
unmatched,0.500,ambiguous,154004,Morningside University,,
unmatched,0.762,fuzzy,154013,Mount Mercy University,,
unmatched,0.600,ambiguous,154022,Ashford University,,
unmatched,0.640,fuzzy,154059,North Iowa Area Community College,,
unmatched,0.828,fuzzy,154095,University of Northern Iowa,,
updated,0.900,exact_name,154101,Northwestern College,112,Northwestern University
unmatched,0.692,ambiguous,154110,Northeast Iowa Community College,,
unmatched,0.692,ambiguous,154129,Northwest Iowa Community College,,
unmatched,0.444,ambiguous,154156,Des Moines University-Osteopathic Medical Center,,
unmatched,0.389,ambiguous,154165,Iowa School of Beauty-Ottumwa,,
unmatched,0.545,fuzzy,154174,Palmer College of Chiropractic,,
unmatched,0.514,ambiguous,154208,PCI Academy-Ames,,
unmatched,0.667,ambiguous,154235,Saint Ambrose University,,
unmatched,0.600,fuzzy,154262,St Luke's College,,
unmatched,0.483,fuzzy,154332,La James International College-Davenport,,
unmatched,0.667,fuzzy,154350,Simpson College,,
unmatched,0.833,fuzzy,154378,Southeastern Community College,,
unmatched,0.833,fuzzy,154396,Southwestern Community College,,
unmatched,0.476,ambiguous,154448,Capri College-Davenport,,
unmatched,0.465,fuzzy,154457,Iowa School of Beauty-Sioux City,,
unmatched,0.588,fuzzy,154466,E Q School of Hair Design,,
unmatched,0.571,ambiguous,154493,Upper Iowa University,,
unmatched,0.615,fuzzy,154518,Waldorf University,,
unmatched,0.571,ambiguous,154527,Wartburg College,,
unmatched,0.471,ambiguous,154536,Wartburg Theological Seminary,,
unmatched,0.448,ambiguous,154545,The Salon Professional Academy-Cedar Falls,,
unmatched,0.667,fuzzy,154572,Western Iowa Tech Community College,,
unmatched,0.700,fuzzy,154590,William Penn University,,
unmatched,0.541,fuzzy,154642,Allen County Community College,,
unmatched,0.667,fuzzy,154688,Baker University,,
unmatched,0.516,ambiguous,15468801,Baker University School of Nursing,,
unmatched,0.366,ambiguous,15468802,Baker University School of Professional and Graduate Studies and Graduate School of Education,,
unmatched,0.545,ambiguous,154697,Barton County Community College,,
unmatched,0.571,fuzzy,154712,Benedictine College,,
unmatched,0.667,fuzzy,154721,Bethany College,,
unmatched,0.529,ambiguous,154749,Bethel College-North Newton,,
updated,0.900,exact_name,154800,Butler Community College,98,Butler University
unmatched,0.619,fuzzy,154855,Central Christian College of Kansas,,
unmatched,0.621,fuzzy,154907,Cloud County Community College,,
unmatched,0.571,ambiguous,154925,Coffeyville Community College,,
unmatched,0.595,ambiguous,15492501,Coffeyville Technical Campus,,
unmatched,0.647,ambiguous,15492502,Columbus Technical Campus,,
updated,0.900,exact_name,154934,Colby Community College,147,Colby College
unmatched,0.533,fuzzy,154952,Cowley County Community College,,
unmatched,0.476,ambiguous,154998,Dodge City Community College,,
unmatched,0.667,fuzzy,155007,Donnelly College,,
unmatched,0.714,ambiguous,155025,Emporia State University,,
unmatched,0.632,ambiguous,155052,Flint Hills Technical College,,
unmatched,0.632,fuzzy,155061,Fort Hays State University,,
unmatched,0.545,ambiguous,155070,Barclay College,,
unmatched,0.571,ambiguous,155089,Friends University,,
unmatched,0.667,fuzzy,155098,Fort Scott Community College,,
unmatched,0.526,ambiguous,155104,Garden City Community College,,
unmatched,0.619,fuzzy,155140,Haskell Indian Nations University,,
unmatched,0.558,fuzzy,155159,Hays Academy of Hair Design,,
unmatched,0.615,ambiguous,155177,Hesston College,,
unmatched,0.640,ambiguous,155186,Highland Community College,,
unmatched,0.588,fuzzy,155195,Hutchinson Community College,,
unmatched,0.545,fuzzy,155201,Independence Community College,,
unmatched,0.545,ambiguous,155210,Johnson County Community College,,
unmatched,0.457,ambiguous,155283,Concorde Career College-Kansas City,,
unmatched,0.500,fuzzy,155292,Kansas City Kansas Community College,,
unmatched,0.727,fuzzy,155308,Kansas Christian College,,
updated,0.900,exact_name,155317,University of Kansas,210,University of Kansas
unmatched,0.615,fuzzy,155335,Newman University,,
unmatched,0.450,ambiguous,155353,Old Town Barber College-Wichita,,
unmatched,0.471,fuzzy,15535301,Old Town Barber College - KC,,
updated,0.900,exact_name,155399,Kansas State University,210,University of Kansas
unmatched,0.571,fuzzy,155414,Kansas Wesleyan University,,
unmatched,0.698,fuzzy,155423,Washburn Institute of Technology,,
unmatched,0.750,fuzzy,155450,Labette Community College,,
unmatched,0.634,fuzzy,155487,Manhattan Area Technical College,,
unmatched,0.667,fuzzy,155496,Manhattan Christian College,,
unmatched,0.588,fuzzy,155511,McPherson College,,
unmatched,0.615,ambiguous,155520,MidAmerica Nazarene University,,
unmatched,0.483,ambiguous,155566,Neosho County Community College,,
unmatched,0.553,ambiguous,155593,North Central Kansas Technical College,,
unmatched,0.571,ambiguous,155618,Northwest Kansas Technical College,,
unmatched,0.593,fuzzy,155627,Ottawa University-Ottawa,,
unmatched,0.562,ambiguous,155636,Ottawa University-Kansas City,,
updated,0.947,fuzzy,155681,Pittsburg State University,191,University of Pittsburgh
unmatched,0.615,fuzzy,155715,Pratt Community College,,
unmatched,0.667,ambiguous,155812,University of Saint Mary,,
unmatched,0.703,fuzzy,155830,Salina Area Technical College,,
